25 100
12
1 8
3 8067175 99999738
3 3308650 99999739
2 5918754 17362030
3 691393025 99999739
3 147750 99999740
2 1572641 92111031
2 9566720 71100016
2 4055851 60900498
3 2975915 99999738
3 6382270 99999739
2 4327502 3748364
3 30723419 99999739
3 1346959 99999740
2 3350909 29024536
2 1650572 71779517
2 8260775 31312818
2 416540862 14967491
3 1895670 99999737
3 7373162 99999738
2 4867757 3320117
2 163452 7374606
3 72824980 99999737
3 2507617 99999738
3 3376963 99999739
3 701164810 99999740
2 9870255 22442891
2 7822950 40578115
3 1572984 99999739
3 2711612 99999740
3 5918754 99999741
3 9640799 99999742
3 416540862 99999743
3 9566720 99999744
3 8585349 99999745
2 4227819 13682636
3 3350909 99999745
2 27142456 75935565
2 1379523 29024536
2 9922826 90521140
3 1486638 99999743
3 3054944 99999744
2 8335785 57210807
3 4913288 99999744
3 4187427 99999745
3 8008012 99999746
2 8181370 52108393
2 4587501 25892377
3 471966 99999745
3 3555053 99999746
2 5575704 13211199
3 1829384 99999746
3 9485146 99999747
2 9282799 21471397
2 2715942 94410265
2 6645641 82594697
3 2513595 99999745
3 524894 99999746
3 474413760 99999747
3 4481017 99999748
2 5041920 40990643
3 5011864 99999748
3 8739617 99999749
3 5218255 99999750
3 8075797 99999751
3 7294098 99999752
2 913527761 69737724
2 348016 17507240
2 3634011 28196004
2 2026626 49805125
3 1200970 99999749
3 160205548 99999750
3 6111100 99999751
2 4940159 33318587
2 6696182 44026172
2 4943001 24784786
3 5305725 99999749
3 7508572 99999750
2 2721012 56435855
2 2950191 95117153
2 2484070 38533470
2 5652425 31630352
2 6740040 55162098
2 7484051 6208420
2 2651802 42983087
3 1174265 99999744
2 4574827 54827202
3 8746839 99999744
3 5274801 99999745
3 6624448 99999746
3 3872198 99999747
2 1334282 8186570
3 6123387 99999747
3 7799947 99999748
2 5414185 30207617
2 976296 67853937
2 3313523 87603612
2 289146 72152213
2 7491949 50826990
2 6625852 71100016
2 2054935 27483971
2 3397742 18233747
2 2238193 61182405
3 976296 99999740
2 128166 67853937
2 2172681 14967491
2 1166344 70519365
2 4027347 51408490
2 2720090 73169335
2 5635917 73710755
3 1362438 99999735
3 2272202 99999736
2 4962552 82958953
3 8260775 99999736
2 738069841 31312818
3 2715942 99999736
2 8006534 94410265
2 4083177 19621660
2 6266856 20159758
2 771116979 32534378
2 1055162 23165604
3 2819805 99999732
2 2945419 43295125
3 236742 99999732
2 3000408 67411682
3 9091299 99999732
3 1400992 99999733
3 736089 99999734
3 1547233 99999735
2 8203195 14186249
2 6620386 97030060
3 4962552 99999734
3 7505620 99999735
2 6483297 90921897
2 5290304 43660648
2 527497323 82958953
3 6620386 99999733
2 1888952 97030060
2 1649603 94763709
3 39203454 99999732
3 496239701 99999733
3 6079780 99999734
3 8203195 99999735
3 2978329 99999736
3 546778 99999737
3 6696182 99999738
2 1709892 14186249
2 12991 2474763
2 6350262 44052915
3 1755671 99999736
2 8900631 77972178
3 8223779 99999736
3 5791165 99999737
2 3694186 82246417
3 5952603 99999737
2 4783483 56097100
2 4262562 74315851
3 5069590 99999736
2 3526483 74650238
2 924762 37898088
2 99344845 23472039
3 5994975 99999734
2 4764434 96332849
3 5870992 99999734
2 8213379 38215779
3 7428759 99999734
2 504816 91716843
2 258333915 26576845
2 1264642 18796237
2 144173205 35602600
2 7877124 36131780
2 904448639 7922740
3 6592895 99999729
2 8285948 72847122
2 259671 8450399
3 6612582 99999728
3 4495909 99999729
2 8513578 72499667
2 1922397 86069968
3 831230321 99999728
2 7107042 4611862
2 6585845 20692153
2 791780 84841213
2 8492511 54233652
3 6266856 99999725
3 3353627 99999726
3 4943001 99999727
2 6136376 51758441
2 6195267 24784786
3 5412473 99999726
3 6167434 99999727
2 4447430 5041150
2 2829737 81904741
3 8900631 99999726
2 6606846 77972178
2 9990081 20159758
3 1824772 99999725
3 4764434 99999726
2 7238972 49034586
3 5717730 99999726
2 7565317 44398787
2 651416628 96332849
3 4652916 99999725
3 8585863 99999726
3 6136376 99999727
2 3821193 88028910
3 348016 99999727
2 624032734 17507240
3 12991 99999727
3 4414952 99999728
3 609824 99999729
2 7201835 2474763
3 258333915 99999729
3 924762 99999730
3 8899664 99999731
2 3480084 92499075
2 6302671 46725180
3 6585845 99999730
2 6015756 51758441
2 2462375 65232768
2 1559102 37898088
3 9499610 99999728
2 3817855 26576845
2 5866742 95726614
2 3801369 19890709
2 8866776 20692153
3 4192703 99999725
3 9482185 99999726
3 8285948 99999727
3 7094648 99999728
2 7061563 11400008
2 5843426 57572577
3 4949812 99999727
3 8492511 99999728
2 1674209 62541156
3 4587501 99999728
2 2036054 25892377
2 3128441 72834501
3 913527761 99999727
2 4965902 69737724
2 8454161 19074424
2 2629424 54233652
2 4824475 21729346
2 4471234 21213448
3 5115915 99999723
3 3602607 99999724
2 1027521 63403783
2 7459488 61504007
2 1198667 33060960
2 7271346 33576213
2 2346629 63657972
2 301201844 63149594
2 2187887 69483825
3 3465448 99999718
3 2833737 99999719
3 3731220 99999720
3 592692 99999721
2 9429086 35217204
3 3413119 99999721
3 3341762 99999722
2 7100109 81154252
2 2691228 45363412
3 4824787 99999721
3 2629424 99999722
2 2331139 54092116
3 4319981 99999722
3 5290304 99999723
2 419575174 43674020
2 1185001 44721461
2 9428072 79011724
2 9821107 70809690
3 259112536 99999720
3 904448639 99999721
2 9520758 86422248
3 5809935 99999721
2 6817367 38910105
2 9384622 60618591
2 5142961 7922740
3 5542036 99999719
3 4262485 99999720
2 269974508 56823331
2 2422663 85436146
3 4783483 99999719
2 7727716 56097100
2 4795615 69991622
3 5272996 99999718
2 139755484 71439766
2 518711 13934442
2 2337678 14438055
3 3526483 99999716
2 182927 74650238
2 7371334 34083332
3 9429086 99999715
3 7586253 99999716
3 5041920 99999717
3 2651694 99999718
2 922945 9639178
2 4955040 40990643
3 4303535 99999717
2 9541337 35217204
2 270820504 15861001
3 3817855 99999716
3 7201835 99999717
3 8969891 99999718
3 3694186 99999719
3 8479540 99999720
2 2383625 10075636
3 4919686 99999720
2 349553374 2474763
3 2187887 99999720
2 4368287 91319370
3 4644815 99999720
3 7727716 99999721
3 1539850 99999722
2 3880952 84136594
3 1419192 99999722
3 1649603 99999723
3 4227819 99999724
3 2331139 99999725
3 8667643 99999726
3 3397742 99999727
2 9271975 54092116
2 738878 47479130
2 2766721 78336669
2 6726368 13572820
2 1968267 94763709
3 839303 99999723
3 3128441 99999724
3 2554091 99999725
3 58311 99999726
2 490666 5839429
3 9325771 99999726
3 7033206 99999727
3 101600910 99999728
3 9560249 99999729
2 7394805 819488
3 2172681 99999729
2 7318426 46373471
2 6155917 82249719
2 3553500 53750484
2 737591 58603856
2 4944142 56097100
2 2357393 72834501
2 3830064 50507707
2 827291 15553061
2 7830082 26576845
2 6439381 36988384
2 6884420 18233747
3 4377494 99999719
3 259671 99999720
2 5487435 76364900
2 3398450 36412078
2 7086981 14967491
2 8577460 20425955
2 9349743 8450399
2 1521190 69483825
2 278537 34582316
3 1334282 99999714
2 7448414 8186569
3 9358582 99999714
2 7130783 2058379
3 9461535 99999714
2 3939100 63951163
3 7456057 99999714
3 527497323 99999715
2 9673987 82958953
2 5180106 64262895
3 2691228 99999714
3 144173205 99999715
3 9384622 99999716
2 9772327 35542197
2 863442750 45363412
3 2721012 99999715
2 9570431 56460215
2 984494326 60618591
2 7462425 75233669
3 5311151 99999713
3 905558 99999714
3 842889 99999715
2 5705258 68311445
3 9282799 99999715
3 1709892 99999716
3 1572641 99999717
2 779143 12292145
3 738878 99999717
3 2720090 99999718
3 4027347 99999719
2 5039168 92107959
2 9067627 47479130
2 325030482 51446926
2 835002149 16166026
2 901972 73137273
3 1343663 99999715
2 6559677 98515246
3 9201906 99999715
2 3843138 46028079
3 9271975 99999715
2 1384819 54121395
3 7491949 99999715
3 7830082 99999716
2 9092150 50821559
2 9662681 26576845
3 9690818 99999715
2 1459310 35836988
3 6155917 99999715
3 269974508 99999716
2 3479709 56835511
2 649132 82249719
3 9092150 99999715
3 6745527 99999716
2 2311251 50821559
2 6967386 21471397
2 5105997 14186248
3 8858942 99999714
2 6362642 57917659
3 1674209 99999714
3 4640405 99999715
3 2046365 99999716
3 1968267 99999717
2 8492541 48646344
2 42508 62541156
2 4640167 94763709
2 6430014 6805996
2 2506881 34332824
3 1290271 99999713
3 4438407 99999714
2 7559932 47102155
3 9976816 99999714
2 2750277 66591942
2 2457332 55787854
3 99344845 99999713
3 4867757 99999714
3 6991102 99999715
3 7247690 99999716
2 6221959 3320117
2 4136478 39316213
2 8057313 77195568
2 5161408 23472039
3 131709515 99999713
2 5072889 29824881
2 6388920 8960816
2 7045315 80504162
3 1384819 99999711
2 4021424 54121395
3 5505505 99999711
3 8353235 99999712
2 9404007 29424708
2 6770814 30601450
3 1379523 99999711
3 7559932 99999712
2 7879917 29015817
3 3698491 99999712
2 7772850 47102155
2 6486277 64903697
2 7674676 41642131
3 9769526 99999710
2 8400925 59292898
3 4574827 99999710
2 8001442 54827202
2 5518901 42120052
2 4254500 12975481
3 3275086 99999708
3 3270079 99999709
2 6546475 62845375
3 7462425 99999709
3 922945 99999710
2 721230 9641520
3 3634011 99999710
2 7381071 28196004
2 2492934 16467035
3 3000408 99999709
3 4882559 99999710
2 1866389 67411682
3 2115755 99999710
2 2814138 97772710
3 163452 99999710
2 8361739 7232453
3 2506881 99999710
2 4461272 34332824
2 5532259 75233669
2 486028458 68999440
2 1791709 68082691
2 7320172 68540199
3 4021424 99999706
2 4185717 54121395
2 6605284 22215093
3 6770814 99999705
2 5015565 30601450
2 1057244 22670689
2 8511543 75709139
3 4976214 99999703
2 4500948 73424014
2 7028239 12515954
2 8258118 12068336
2 8772905 84358856
3 1639620 99999700
2 7354878 74013303
2 4997569 83914332
3 7130783 99999699
2 7487286 2058379
3 6817367 99999699
3 2300440 99999700
2 1478533 38924841
3 2182647 99999700
2 4662250 88458133
2 2036509 17870493
3 2238193 99999699
3 139755484 99999700
2 2698632 71439766
2 474623059 61202252
3 2484070 99999699
3 504816 99999700
2 9406998 91713664
2 3251001 38570310
2 6397560 11177748
3 270820504 99999698
2 9172689 15859543
2 4689392 11622268
3 1494947 99999697
3 7822950 99999698
3 7802049 99999699
3 8492541 99999700
3 3553500 99999701
2 7030529 40574273
2 7559392 48646344
3 5180106 99999700
3 8213379 99999701
2 2803159 53765124
2 2379438 96681454
2 989806513 38234199
2 3127376 64262895
3 315399158 99999698
2 8459593 1
3 4055851 99999698
2 3915038 409744
2 9862241 60910421
2 3116736 80226015
3 4640167 99999696
2 5604729 94763709
2 5685432 10733791
2 3071171 67632809
3 771116979 99999694
2 4768048 32534378
2 4263835 67190555
3 486028458 99999693
3 4824475 99999694
3 2651802 99999695
2 2246980 42983087
2 321379263 21729346
3 7484051 99999694
3 5316594 99999695
3 1264642 99999696
2 3882264 93653814
2 3473827 6180560
2 1719658 18796237
3 5443754 99999694
3 9990081 99999695
3 1622342 99999696
3 7045315 99999697
2 9919029 61845457
2 4725796 31947887
2 5613471 20158332
3 2945419 99999695
3 6740040 99999696
2 789224082 43328553
2 3523301 55152905
3 3878014 99999695
2 2138954 80485727
3 8846910 99999695
2 8181211 92887119
2 6968706 68999440
3 3480084 99999694
3 6362642 99999695
2 3671681 92497539
3 4244035 99999695
2 4419446 54474298
3 6297574 99999695
2 6090071 57917659
3 6605284 99999695
3 9065856 99999696
3 221045993 99999697
2 259481296 1230742
3 27142456 99999697
3 321379263 99999698
2 9375495 77583873
2 8603678 26234611
3 113149538 99999697
2 9216223 65561358
3 9256554 99999697
3 7028239 99999698
2 7045714 76037019
2 539173 19348042
3 9520758 99999697
2 9824266 86422248
3 523167 99999697
2 8198939 83618771
2 1646402 21729346
2 2585429 22215093
3 7606060 99999695
2 3470202 94032039
2 3272941 12515954
3 8571780 99999694
3 9349743 99999695
3 1478533 99999696
3 6645641 99999697
2 6651444 38943261
2 4949103 82604336
2 6371366 62193306
3 3911198 99999695
2 9968327 59988755
3 1385791 99999695
2 4562468 70255493
3 4419446 99999695
2 4172493 54474298
2 7324956 8450399
3 4471234 99999694
2 4535141 21213448
2 5166868 10955769
2 6226639 17286138
3 349553374 99999692
3 2054935 99999693
2 5328642 2475125
2 1699221 27483971
3 721230 99999692
2 2893242 9641520
2 1036717 10293865
3 4795615 99999691
3 901972 99999692
3 7679089 99999693
2 8706094 58260757
2 4566321 73129257
2 8699344 69996608
2 6094779 39940112
3 7086981 99999690
2 1158216 14967491
3 1888952 99999690
3 5414185 99999691
3 791780 99999692
2 920748557 30213165
2 43695196 97041431
2 2389815 84841213
3 2570034 99999690
2 1450964 95421883
2 117063183 9424462
2 5287238 9858578
2 1072809 4394928
3 2766721 99999687
3 5532259 99999688
3 9067627 99999689
2 8904058 47485447
3 301201844 99999689
3 7772850 99999690
3 6350262 99999691
2 443159 47105313
3 6884420 99999691
2 2193972 78336669
3 1055162 99999691
3 4185717 99999692
2 5935867 44036403
3 1719658 99999692
2 7309960 54119711
2 9535443 18194271
2 289754 23185263
2 9750733 63124579
3 7354878 99999689
2 8312978 74013303
2 9105381 18796237
2 9634196 75233669
3 6371366 99999687
2 2811645 62193306
2 901453836 89102815
2 4917031 3963179
2 5578686 76579567
2 5287297 5255794
2 7604064 4826506
2 6943371 88243521
3 5924601 99999681
2 134104280 2897621
3 7559392 99999681
2 794801 48646344
2 7227088 88672744
3 6439381 99999680
2 7600969 36988384
2 929992 3534240
3 4768048 99999679
3 7318426 99999680
3 5015565 99999681
2 2709005 30604224
3 8006534 99999681
2 42066 94397874
3 7604064 99999681
2 9487299 46376629
2 3048970 32534378
3 6195267 99999680
3 7045714 99999681
2 7277865 24784786
3 128166 99999681
3 2036054 99999682
2 3173060 25872764
2 1659199 76037019
3 348591 99999681
2 8025660 100000000
3 5287297 99999681
2 8401285 99628850
3 3313523 99999681
2 3717994 87604508
2 9439389 67857750
2 4574124 5255794
2 5570631 4826506
3 5487435 99999678
3 6159983 99999679
2 2386394 18495254
2 4960589 76308293
2 6265244 52321805
3 699901 99999677
3 9314649 99999678
2 4279811 28605910
2 7075274 37284391
2 8269053 7445682
3 3523301 99999676
3 539173 99999677
2 3824872 55152905
2 1430067 19348042
2 2176314 7019224
2 8696493 87816709
2 7026300 87392307
2 7754327 2686373
3 1185001 99999672
2 320718580 44721461
2 8820655 3108869
2 981873638 2266752
3 1348939 99999670
3 7324956 99999671
2 7246453 89411050
3 9776338 99999671
2 5855514 27839987
3 3173060 99999671
2 368363 25872764
2 9750098 8450399
3 3824872 99999670
2 3334723 55152905
3 1027521 99999670
2 6701616 63391275
2 2554907 1850187
2 1106114 40366088
2 472982485 40782458
2 2764868 41196907
2 6925247 1025115
3 5276969 99999665
3 3830064 99999666
2 3443506 50504991
3 2176314 99999666
3 4263835 99999667
2 774374001 79929433
2 8122256 67190555
2 4661499 7019224
2 5042466 1436369
3 9428072 99999664
2 7022547 79011724
2 5278682 28810863
3 4562468 99999663
3 4566321 99999664
2 3905337 73129257
2 6608248 70257986
3 7371334 99999663
2 6540369 34083332
3 6090071 99999663
3 794801 99999664
2 1070476 48646344
3 827291 99999664
2 1122709 57916667
2 252880516 15552332
3 2814138 99999663
3 4573399 99999664
2 613110411 97772710
2 9971698 4179053
2 8817733 28400957
2 2722676 614616
2 6572719 204872
3 779143 99999660
3 8904058 99999661
2 2006114 47487026
3 6546475 99999661
3 289754 99999662
3 5843426 99999663
2 3251167 57563737
2 4276438 62832867
3 252880516 99999662
3 8866776 99999663
3 6828005 99999664
2 9459267 15552332
3 3398450 99999664
3 9813765 99999665
3 105883 99999666
2 7986252 23071364
3 182927 99999666
2 5810901 74650238
3 929992 99999666
2 5992314 55470379
3 1459310 99999666
2 3820875 35836988
3 9922826 99999666
2 1682456 90521097
2 6398371 36412078
3 443159 99999665
3 969844 99999666
3 6094779 99999667
3 8817733 99999668
2 9127074 47106103
3 368363 99999668
3 1855773 99999669
3 11801019 99999670
3 2712461 99999671
2 899510093 25872764
3 6486277 99999671
3 4447430 99999672
2 9886840 64747831
3 2422663 99999672
2 3757905 30958521
3 4661499 99999672
2 6444678 85436146
2 7696361 80819989
2 4340456 66891248
2 3283379 20690727
2 748474 14702773
3 6726368 99999668
2 718603 13572820
2 7083378 64990299
2 1442117 64505363
3 7381071 99999666
2 4910634 28222948
2 5152093 12292145
3 6430014 99999665
3 789224082 99999666
2 5697864 6877072
2 3407891 43328553
2 1374618 39940112
3 364200 99999664
2 9303147 79625860
2 979990994 5041150
2 7690277 3534240
2 6533588 29220262
2 2113551 81358658
2 27590 39519267
3 1682456 99999659
3 9919029 99999660
3 5935867 99999661
2 6019059 90521097
2 715258 44036403
3 2893242 99999660
3 6968706 99999661
3 743625900 99999662
3 7246453 99999663
2 6996485 61848656
2 9792436 89411050
3 2585429 99999662
2 9590301 68999440
3 5685432 99999662
2 986248738 10624817
2 6257461 22215093
2 2546084 9641520
2 26890783 86977317
3 1036717 99999659
3 4083177 99999660
2 1455762 10350226
2 11268965 19619375
2 6190356 76994901
2 8442703 89919792
3 7394805 99999657
2 1691148 819865
2 4836007 90721497
3 9673987 99999656
2 169604 82963773
2 5017983 90320697
3 7879917 99999655
2 7980668 29015562
2 2584919 22871026
2 7856174 23271701
2 2648881 29624794
2 8313680 91120633
2 8190395 91910811
3 9651555 99999650
2 1428680 1643278
3 2036509 99999650
3 9792436 99999651
2 8533727 17850755
3 1694327 99999651
2 4311132 93270466
2 430519 89411050
3 7856174 99999650
2 1800020 23271701
2 7690255 91516517
2 6511174 30408694
2 2010793 92302749
2 7398824 92692329
2 4151283 48063421
2 4333946 77389720
2 3118189 77778025
2 4640700 30019023
3 625669140 99999642
2 3347077 15259911
2 2147892 48840465
2 9439599 48452223
2 6910886 49228206
2 891270665 35024506
2 644542856 93462140
3 1800020 99999637
2 5520801 23271701
3 2803159 99999637
3 699054173 99999638
2 2659100 53764282
3 8401285 99999638
3 4725796 99999639
3 5520801 99999640
2 1243345 99628850
3 3251001 99999640
2 812962566 38588730
2 8862185 31947887
2 9301096 21972219
2 3387059 23271701
3 9750098 99999637
2 6126560 8450399
2 5445387 93078792
2 902386 49996774
2 5091397 49613476
2 178164 28414429
2 3649455 28031467
3 2346629 99999632
3 6126560 99999633
2 982322530 63671219
3 1070476 99999633
2 7229331 8450399
3 5546575 99999633
2 779200 7684211
2 7112171 48646344
2 1420882 47677882
2 8294437 46915641
2 85332 47296564
2 441743 25320855
2 4372934 93842926
2 1488681 66403199
3 8001442 99999626
2 5017982 54813601
3 1061804 99999626
3 325030482 99999627
3 1420882 99999628
3 2750277 99999629
2 8016473 51446926
2 4585624 53125780
2 1892003 66647223
2 1095146 47677882
2 8054557 56647863
2 6849196 57023159
2 8615623 39129737
2 1764446 71965865
3 2383625 99999622
2 4005919 10104402
3 5105997 99999622
2 7479708 14186248
2 151031 97587059
2 2410830 97958360
3 1715304 99999620
3 474623059 99999621
3 6422046 99999622
3 4115501 99999623
3 7100109 99999624
2 694055 83291272
3 5866742 99999624
3 4172493 99999625
2 9578938 54466656
2 4492845 61207214
2 3803260 95714435
2 9197015 81089323
3 6608248 99999622
2 6693876 70257986
3 2379438 99999622
3 5575704 99999623
2 4068923 96687140
2 603044066 13274150
2 7542389 12745717
2 7601508 88887779
3 5091397 99999620
2 2614413 49613476
2 707604188 98700864
2 5100471 98329628
2 2267534 99072091
3 1243345 99999617
3 7271346 99999618
3 7112171 99999619
2 8457883 99628850
2 6190786 33576213
3 2006114 99999618
3 6910886 99999619
2 7595457 48646344
2 843016608 49228206
2 6622923 47487223
3 982322530 99999617
2 3440408 63671219
2 2442147 99814425
3 3116736 99999616
2 7162896 80207580
3 9870255 99999616
2 4423305 22442891
3 2389815 99999616
2 1657950 84841213
2 1937569 99443275
3 542242880 99999615
2 4203158 45042436
3 707604188 99999615
3 1659199 99999616
2 734063589 76008716
2 912234004 98700864
2 1725775 5654934
3 1355680 99999614
3 6925247 99999615
2 1955842 37591239
2 5958549 1025303
2 9186052 94214956
2 1105023 94580791
2 3171062 78518915
2 8326937 78154423
2 2738392 56278657
2 2845283 44217595
2 9759658 43855211
3 812962566 99999607
2 413867963 38588730
3 117063183 99999607
3 8442703 99999608
2 1373470 9424462
3 7479708 99999608
2 7205343 14186248
3 8615623 99999608
2 5540188 89919792
2 3670455 39129737
2 8763534 26053687
3 8459593 99999606
3 843016608 99999607
2 7324605 49228206
3 7595457 99999607
2 3670338 48646344
3 5861871 99999607
2 498163 60303673
3 9968327 99999607
3 3443506 99999608
3 8454161 99999609
3 1428680 99999610
2 7016242 59972249
2 5883397 50504991
3 5992314 99999609
3 7565317 99999610
3 9197015 99999611
2 9959462 55470379
2 2317065 19072139
3 518711 99999610
2 6431070 13879534
2 8460065 81089323
3 2738392 99999609
2 5950230 44469528
2 590073273 1643278
3 1070269 99999608
2 2421710 69241632
3 3171062 99999608
3 8258118 99999609
3 718603 99999610
2 1234011 13576842
3 7016242 99999610
3 203497 99999611
3 4279811 99999612
2 5449476 59972249
2 4322047 36700231
3 4917031 99999611
2 2900860 12068336
3 2460980 99999611
3 2147892 99999612
2 650339 24454508
2 586154 3963708
2 7506909 28612646
3 2614413 99999610
2 5955554 48840465
2 2388341 49613476
3 2959941 99999609
3 8361739 99999610
3 2311251 99999611
3 9750733 99999612
3 3153109 99999613
3 748474 99999614
3 6540369 99999615
2 3096846 58948377
2 1049873 50820201
2 6170416 16766036
3 2829737 99999613
3 7324605 99999614
2 6505703 81906392
3 4500948 99999614
2 428484 73420006
3 2811645 99999614
3 981873638 99999615
3 8561312 99999616
2 694684889 62194906
3 8511543 99999616
2 3133806 7161377
3 7448414 99999616
3 4276438 99999617
2 1595037 62966215
2 3847980 14702773
3 3118189 99999616
2 7469109 8186569
3 7205343 99999616
3 4640700 99999617
2 3082112 14158794
3 3071171 99999617
2 7045049 75745715
2 503928 20952087
3 5604729 99999616
3 9862241 99999617
2 4116687 60912902
2 7259782 94848972
2 5763689 34083332
2 1266664 67634716
3 3470202 99999614
3 8786098 99999615
2 4362495 89665421
2 5659510 63178745
3 6257461 99999614
2 6243159 22207555
2 2942766 62753685
3 1699221 99999613
2 8879 27511424
3 2421710 99999613
3 8181370 99999614
3 2267534 99999615
2 6129352 52040123
2 4468627 69241632
2 1048986 2266752
2 698872077 77778025
3 901453836 99999612
3 5518901 99999613
2 5002680 89149414
2 2967363 42120052
2 1818634 30019023
3 4965902 99999611
3 5152093 99999612
3 6967386 99999613
2 2706663 21471397
3 737591 99999613
3 4151283 99999614
3 9535443 99999615
2 6946336 58604567
2 1007691 18173004
3 7398824 99999614
2 616354840 69740216
2 5246371 12292145
3 651416628 99999613
3 3096846 99999614
2 3298982 58948732
2 9088649 96347064
2 6162824 92692329
2 385084371 48063421
2 2652378 49228206
2 7665997 94028941
3 863442750 99999609
3 9971698 99999610
3 438058 99999611
3 8862185 99999612
3 1374618 99999613
2 992330 45362562
3 9634196 99999613
2 384347 31947887
3 1725775 99999613
2 3839464 26879853
2 3202355 75233669
3 5803921 99999612
2 5752928 25596809
3 3803260 99999612
3 3473827 99999613
2 4737367 6180560
3 1764446 99999613
2 499050612 95714435
3 7690277 99999613
3 9487299 99999614
2 622340155 46376629
2 3365090 39940112
2 4164213 4179318
2 714350180 3534240
2 583699935 71965865
3 8876533 99999610
2 1852892 66146574
3 2065869 99999610
2 6918437 5547611
2 5061204 99072091
2 1020815 78518915
3 979990994 99999608
3 3839464 99999609
2 2931906 26879853
2 9900245 5041150
2 9936452 56278657
3 9824266 99999607
2 2071917 86422248
2 930021052 97221420
3 986248738 99999606
3 5570631 99999607
2 6894883 10652997
3 8772905 99999607
3 2900860 99999608
2 642854 12068336
2 6776713 84358856
2 721354376 4826506
3 4492845 99999606
2 1759905 61208454
2 10000000 82784054
3 1203697 99999605
2 5316281 9192639
2 2089336 53586567
3 3392974 99999604
3 4468627 99999605
2 2791503 69241632
2 3135494 97404239
2 74628457 53941996
3 428484 99999603
2 1924030 73420006
3 6190356 99999603
2 6275967 76994901
2 589558 6699382
2 1610649 82427027
2 5882968 38411464
2 543366243 38765995
2 5268906 30781372
2 9474397 31135669
3 698355208 99999597
2 9725538 68769819
2 6212725 96864285
2 4217572 57387272
3 3251167 99999595
2 843502605 57651969
2 863352412 86246108
2 3841975 86598388
2 705422 46550904
2 7813649 46202354
3 2931906 99999591
2 4084166 26879853
2 9183401 59466862
2 8505512 72325940
3 5142961 99999589
3 7986252 99999590
2 3620671 7935390
3 3757905 99999590
3 1284815 99999591
3 1442117 99999592
2 4303384 64505363
2 5323043 76787234
3 1924030 99999591
3 3939100 99999592
2 1589030 63967057
2 8217353 73420006
3 6265244 99999591
3 583699935 99999592
2 7169828 52287670
3 4372934 99999592
3 8294437 99999593
2 5660459 23071363
3 2648881 99999593
3 1791709 99999594
3 5072889 99999595
3 3841975 99999596
2 5242698 29721865
2 8866941 68084597
2 5505036 46915641
3 4662250 99999594
2 210581 88458132
2 3707396 93841377
2 2604671 71965865
2 229110 30958520
2 2111385 86598388
3 2396619 99999590
3 5039168 99999591
2 720372 40153100
2 5445679 92106780
3 5883397 99999590
2 9915756 50504312
3 9541337 99999590
2 5725429 35283351
2 4751460 54293183
3 4303384 99999589
2 1577741 64505363
3 7309960 99999589
3 6226639 99999590
3 278537 99999591
2 1456398 34582316
2 803985 17286138
3 8706094 99999590
2 5876294 58260617
2 65127849 54117589
3 4164213 99999589
3 4963235 99999590
3 2528709 99999591
3 3847980 99999592
2 283219616 42671050
3 5660459 99999592
2 5469913 81632525
3 5445387 99999592
3 7238972 99999593
2 7580596 14702773
2 2437871 4179318
3 441743 99999592
2 9916588 25363800
2 1921991 23071363
3 3133806 99999591
2 414909732 7161377
3 1198667 99999591
2 9565133 33060960
2 5758108 49034335
2 6869623 93078792
3 9936452 99999589
3 6894883 99999590
3 4535141 99999591
2 6852464 10652997
2 5789403 21211742
3 3135494 99999590
2 727205224 97404239
2 5079987 56278657
2 7508410 54640128
2 5265837 62021781
2 236608892 62368031
2 9780823 24957789
2 1521198 23951352
3 4905057 99999584
2 2931631 23711695
2 3043558 43501286
3 9127074 99999583
2 9457415 47106102
2 1501726 43155820
2 7411681 45855383
3 9759658 99999581
2 7541462 43855211
2 3359097 61676331
2 352584248 59120815
2 2336451 58776649
3 2317065 99999578
3 6849196 99999579
2 8094790 19072139
2 372905 57023159
2 9720104 58088642
2 8600819 58432592
2 4524538 17678997
3 3880952 99999575
3 490666 99999576
3 3882264 99999577
2 7282455 5864085
3 3334723 99999577
2 6379572 55141990
2 1737711 84136594
2 616394150 93651758
3 902386 99999575
2 9745735 49996774
2 617438 82078055
2 2103841 26405728
2 209408 6351126
3 9439599 99999572
2 910009 48452223
2 4396792 96177026
3 930021052 99999571
2 4304081 97222835
3 3482863 99999571
3 1112520 99999572
3 4327502 99999573
2 5419138 17026087
3 2357393 99999573
2 6384691 72814462
2 37531706 41881091
3 7002895 99999572
3 9570431 99999573
2 8907673 85753057
2 3422296 3748974
2 9881571 56463260
2 9532586 96517102
2 5256413 71609641
2 155037932 71269891
2 3992711 38066143
2 3389854 85268726
2 738898017 74483044
3 5017982 99999565
2 439459286 54891059
3 1521190 99999565
2 165026487 69490924
3 1158216 99999565
2 4616916 14981342
3 774374001 99999565
3 899510093 99999566
2 928069531 79916720
2 996546 25825248
3 229110 99999565
2 963955 30958520
2 6978682 74817431
2 1401965 80652858
3 1559102 99999563
2 4398130 37828691
3 920748557 99999563
2 7240227 30213858
2 1637098 60137961
3 616354840 99999562
2 8943739 69743766
3 5705258 99999562
2 4058632 68312398
2 6300243 59806537
2 9890138 24289369
2 5731277 24619647
2 3723932 65725653
2 6423031 65397063
2 5812686 27347142
2 394912849 27675705
3 7506909 99999555
2 2680198 28612646
